Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress
Breathwork,2020-05-20 08:22:20,false,"Meditation","0.00","12","00:11:14","72","86","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","11:14","0:00","0.0","0:00","No","00:00.00","1","0.0","12","10","14","-2","20","18","--"
Yoga,2020-05-19 09:55:13,false,"Yoga","0.00","70","00:30:29","93","122","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","2","30:29","0:00","0.0","0:00","No","00:00.00","1","0.0","18","10","23","13","32","45","--"
Breathwork,2020-05-19 08:15:15,false,"Meditation","0.00","--","00:06:15","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","6:15","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-05-18 16:56:36,false,"Yoga","0.00","58","00:30:03","82","115","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","30:03","0:00","0.0","0:00","No","00:00.00","1","0.0","15","9","19","15","48","63","--"
Breathwork,2020-05-18 10:18:46,false,"Meditation","0.00","7","00:06:15.1","69","75","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:15.1","0:00","0.0","0:00","No","00:00.00","1","0.0","16","11","23","14","9","23","--"
Yoga,2020-05-17 09:55:57,false,"Yoga","0.00","99","00:34:17","97","137","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","34:17","0:00","0.0","0:00","No","00:00.00","1","0.0","17","11","24","36","48","84","--"
Breathwork,2020-05-17 09:33:37,false,"Meditation","0.00","6","00:05:43.8","72","83","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","5:43.8","0:00","0.0","0:00","No","00:00.00","1","0.0","13","12","15","2","25","27","--"
Breathwork,2020-05-16 08:03:17,false,"Meditation","0.00","7","00:06:28.4","67","74","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:28.4","0:00","0.0","0:00","No","00:00.00","1","0.0","12","11","14","-7","15","8","--"
Yoga,2020-05-15 13:12:47,false,"Yoga","0.00","50","00:31:02","79","135","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","31:02","0:00","0.0","0:00","No","00:00.00","1","0.0","17","11","22","82","0","82","--"
Breathwork,2020-05-15 08:02:45,false,"Meditation","0.00","6","00:06:05.5","66","72","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:05.5","0:00","0.0","0:00","No","00:00.00","1","0.0","13","10","15","-5","15","10","--"
Breathwork,2020-05-14 08:35:37,false,"Meditation","0.00","5","00:06:24.4","66","70","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:24.4","0:00","0.0","0:00","No","00:00.00","1","0.0","10","8","12","1","10","11","--"
Yoga,2020-05-13 10:14:21,false,"Yoga","0.00","88","00:31:17","96","122","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","31:17","0:00","0.0","0:00","No","00:00.00","1","0.0","15","9","19","20","47","67","--"
Breathwork,2020-05-13 08:24:37,false,"Meditation ","0.00","6","00:06:13.8","71","80","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:13.8","0:00","0.0","0:00","No","00:00.00","1","0.0","11","7","14","-8","21","13","--"
Yoga,2020-05-12 22:28:41,false,"Yoga","0.00","30","00:19:45","80","98","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","19:45","0:00","0.0","0:00","No","00:00.00","1","0.0","18","6","24","-49","67","18","--"
Breathwork,2020-05-12 08:45:13,false,"Meditation","0.00","7","00:06:17.3","75","100","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:17.3","0:00","0.0","0:00","No","00:00.00","1","0.0","11","9","18","-9","27","18","--"
Yoga,2020-05-11 11:37:25,false,"Yoga","0.00","30","00:16:06","82","118","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","16:06","0:00","0.0","0:00","No","00:00.00","1","0.0","14","12","16","25","0","25","--"
Breathwork,2020-05-11 08:05:43,false,"Meditation ","0.00","7","00:06:25.1","72","77","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:25.1","0:00","0.0","0:00","No","00:00.00","1","0.0","10","9","13","2","17","19","--"
Yoga,2020-05-10 07:48:23,false,"Yoga","0.00","66","00:40:11","82","104","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","40:11","0:00","0.0","0:00","No","00:00.00","1","0.0","15","11","19","-66","86","20","--"
Breathwork,2020-05-10 07:22:05,false,"Meditation","0.00","8","00:06:32.2","75","90","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:32.2","0:00","0.0","0:00","No","00:00.00","1","0.0","12","10","15","-7","27","20","--"
Walking,2020-05-09 17:26:35,false,"Hanover Walking","0.60","36","00:10:11","109","116","39","116","16:55","10:34","2","--","1.53","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:11","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-05-09 08:37:09,false,"Yoga","0.00","70","00:24:32","100","115","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","24:32","0:00","0.0","0:00","No","00:00.00","1","0.0","14","10","20","48","33","81","--"
Breathwork,2020-05-09 07:48:26,false,"Meditation ","0.00","6","00:06:01.1","71","83","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:01.1","0:00","0.0","0:00","No","00:00.00","1","0.0","9","8","14","-13","22","9","--"
Running,2020-05-08 15:20:23,false,"Hanover Running","0.24","14","00:03:25.4","116","134","102","130","14:19","5:38","5","2","0.68","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","3:25.4","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-05-08 07:54:02,false,"Yoga","0.00","36","00:19:00","88","108","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","19:00","0:00","0.0","0:00","No","00:00.00","1","0.0","13","10","17","-47","76","29","--"
Breathwork,2020-05-08 07:23:32,false,"Meditation ","0.00","8","00:06:01.7","77","89","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:01.7","0:00","0.0","0:00","No","00:00.00","1","0.0","11","9","13","-27","45","18","--"
Walking,2020-05-07 13:41:57,false,"Hannover Gehen","0.70","36","00:10:20","106","117","95","130","14:43","10:23","2","--","0.71","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:20","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-05-07 07:48:52,false,"Yoga","0.00","40","00:16:27","92","118","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","2","16:27","0:00","0.0","0:00","No","00:00.00","1","0.0","13","11","16","34","21","55","--"
Breathwork,2020-05-07 07:32:38,false,"Meditation","0.00","7","00:05:41.4","80","90","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","5:41.4","0:00","0.0","0:00","No","00:00.00","1","0.0","10","8","12","16","0","16","--"
Strength Training,2020-05-06 19:58:03,false,"Pamela","0.00","149","00:26:24","125","159","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","19","1","26:24","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Strength Training,2020-05-06 11:58:09,false,"Pepimuf","0.00","266","00:36:21","148","174","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18","1","36:21","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-05-06 07:32:35,false,"Yoga","0.00","21","00:10:07","86","113","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","10:07","0:00","0.0","0:00","No","00:00.00","1","0.0","14","12","19","-2","64","62","--"
Breathwork,2020-05-06 07:24:24,false,"Meditation","0.00","8","00:06:11.1","77","95","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:11.1","0:00","0.0","0:00","No","00:00.00","1","0.0","10","8","13","-37","53","16","--"
Yoga,2020-05-05 07:54:14,false,"Yoga","0.00","63","00:33:00","88","116","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","33:00","0:00","0.0","0:00","No","00:00.00","1","0.0","14","11","18","5","18","23","--"
Breathwork,2020-05-05 07:28:00,false,"Meditation","0.00","7","00:06:23.4","71","80","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:23.4","0:00","0.0","0:00","No","00:00.00","1","0.0","10","8","12","-6","26","20","--"
Walking,2020-05-04 17:40:21,false,"Hannover Gehen","5.16","265","01:15:23","113","139","66","158","14:36","10:34","9","6","1.08","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:15:23","0:00","0.0","0:00","No","03:08.62","6","0.0","--","--","--","--","--","--","--"
Breathwork,2020-05-04 07:36:31,false,"Meditation","0.00","5","00:06:04.2","66","78","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:04.2","0:00","0.0","0:00","No","00:00.00","1","0.0","10","9","12","-8","10","2","--"
Breathwork,2020-05-03 10:33:39,false,"Meditation","0.00","6","00:06:24.7","65","74","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:24.7","0:00","0.0","0:00","No","00:00.00","1","0.0","13","12","15","6","17","23","--"
Walking,2020-05-02 14:41:40,false,"Hannover Gehen","4.34","264","01:22:48","101","121","59","134","19:04","7:30","7","6","1.05","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:22:48","0:00","0.0","0:00","No","08:32.21","5","0.0","--","--","--","--","--","--","--"
Yoga,2020-05-02 08:18:19,false,"Yoga","0.00","36","00:19:40","86","101","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","19:40","0:00","0.0","0:00","No","00:00.00","1","0.0","17","12","23","54","0","54","--"
Breathwork,2020-05-02 07:35:54,false,"Meditation","0.00","6","00:05:47.8","74","85","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","5:47.8","0:00","0.0","0:00","No","00:00.00","1","0.0","11","9","12","-5","22","17","--"
Yoga,2020-05-01 08:26:57,false,"Yoga","0.00","23","00:17:13","73","91","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","17:13","0:00","0.0","0:00","No","00:00.00","1","0.0","18","12","24","27","33","60","--"
Breathwork,2020-05-01 08:01:38,false,"Meditation","0.00","7","00:06:17.9","71","91","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:17.9","0:00","0.0","0:00","No","00:00.00","1","0.0","10","7","12","-46","62","16","--"
Breathwork,2020-04-30 08:31:28,false,"Meditation","0.00","6","00:05:46.2","72","91","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","5:46.2","0:00","0.0","0:00","No","00:00.00","1","0.0","10","8","12","3","20","23","--"
Yoga,2020-04-29 09:18:29,false,"Yoga","0.00","48","00:24:17","87","118","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","24:17","0:00","0.0","0:00","No","00:00.00","1","0.0","17","12","24","8","79","87","--"
Breathwork,2020-04-29 08:25:05,false,"Meditation","0.00","6","00:05:01","78","86","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","5:01","0:00","0.0","0:00","No","00:00.00","1","0.0","12","12","13","-14","24","10","--"
Cycling,2020-04-28 20:35:56,false,"Hanover Cycling","5.44","171","00:30:39","126","152","--","--","10.6","20.3","3","2","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","30:39","0:00","0.0","0:00","No","03:54.61","2","0.0","--","--","--","--","--","--","--"
Yoga,2020-04-28 09:14:36,false,"Yoga","0.00","40","00:22:44","87","107","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","22:44","0:00","0.0","0:00","No","00:00.00","1","0.0","17","12","24","60","0","60","--"
Breathwork,2020-04-28 08:26:22,false,"Meditation","0.00","8","00:05:40.2","81","96","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","5:40.2","0:00","0.0","0:00","No","00:00.00","1","0.0","10","8","13","-14","29","15","--"
Cycling,2020-04-27 18:36:32,false,"Hanover Cycling","3.08","130","00:26:10","120","138","--","--","7.1","33.0","5","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","26:10","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Strength Training,2020-04-27 16:42:49,false,"Pepimuf","0.00","596","01:29:32","150","184","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","4","1","1:29:32","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-04-27 09:00:30,false,"Yoga","0.00","52","00:31:12","84","103","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","31:12","0:00","0.0","0:00","No","00:00.00","1","0.0","13","8","18","-2","59","57","--"
Breathwork,2020-04-27 08:50:00,false,"Meditation","0.00","14","00:06:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","6:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-04-26 15:59:25,false,"Yoga","0.00","101","00:34:39","98","131","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","34:39","0:00","0.0","0:00","No","00:00.00","1","0.0","15","11","18","5","28","33","--"
Breathwork,2020-04-26 10:25:06,false,"Meditation","0.00","6","00:05:40.5","68","88","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","5:40.5","0:00","0.0","0:00","No","00:00.00","1","0.0","10","8","12","-40","67","27","--"
Yoga,2020-04-25 10:10:18,false,"Yoga","0.00","67","00:40:02","81","106","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","40:02","0:00","0.0","0:00","No","00:00.00","1","0.0","16","12","20","33","0","33","--"
Breathwork,2020-04-25 09:40:55,false,"Meditation","0.00","7","00:06:27.1","73","81","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","6:27.1","0:00","0.0","0:00","No","00:00.00","1","0.0","9","8","16","-18","27","9","--"
Walking,2020-04-24 15:47:52,false,"Hanover Walking","3.30","157","00:44:44","111","124","69","174","13:34","10:34","9","6","1.09","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","44:44","0:00","0.0","0:00","No","03:40.09","4","0.0","--","--","--","--","--","--","--"
Walking,2020-04-24 14:26:54,false,"Hanover Walking","4.92","235","01:05:37","113","123","76","158","13:20","9:12","6","4","1.02","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:05:37","0:00","0.0","0:00","No","11:41.64","5","0.0","--","--","--","--","--","--","--"
Walking,2020-04-23 19:50:34,false,"Hanover Walking","3.02","187","00:58:37","100","120","60","143","19:24","2:22","2","--","0.85","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","58:37","0:00","0.0","0:00","No","00:13.46","4","0.0","--","--","--","--","--","--","--"
Cycling,2020-04-23 17:12:06,false,"Hanover Cycling","2.66","63","00:10:03","127","150","--","--","15.9","21.6","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:03","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-04-23 12:14:02,false,"Yoga","0.00","96","00:42:02","92","120","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","42:02","0:00","0.0","0:00","No","00:00.00","1","0.0","14","9","17","-29","64","35","--"
Breathwork,2020-04-23 08:33:07,false,"Meditation ","0.00","--","00:07:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","7:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-04-22 16:51:06,false,"Hanover Walking","8.16","387","01:48:06","108","139","98","141","13:15","7:46","13","9","0.78","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:48:06","0:00","0.0","0:00","No","01:58.18","9","0.0","--","--","--","--","--","--","--"
Yoga,2020-04-22 07:56:49,false,"Yoga","0.00","78","00:38:20","88","124","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","38:20","0:00","0.0","0:00","No","00:00.00","1","0.0","14","9","19","16","20","36","--"
Breathwork,2020-04-22 07:24:27,false,"Meditation ","0.00","--","00:07:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","7:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-04-21 10:34:13,false,"Hanover Running","0.38","21","00:04:34.8","119","130","74","142","12:06","0:59","3","2","1.11","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","4:34.8","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Yoga,2020-04-21 08:11:54,false,"Yoga","0.00","12","00:07:22.5","84","98","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","7:22.5","0:00","0.0","0:00","No","00:00.00","1","0.0","13","12","14","12","30","42","--"
Breathwork,2020-04-21 07:25:26,false,"Meditation ","0.00","--","00:07:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","7:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-04-20 14:49:08,false,"Hanover Walking","1.91","90","00:23:02","114","123","110","139","12:04","10:42","5","2","0.76","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","23:02","0:00","0.0","0:00","No","10:59.73","2","0.0","--","--","--","--","--","--","--"
Walking,2020-04-20 13:29:38,false,"Hanover Walking","2.81","134","00:34:02","116","132","89","140","12:07","8:43","2","--","0.94","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","34:02","0:00","0.0","0:00","No","10:07.83","3","0.0","--","--","--","--","--","--","--"
Yoga,2020-04-20 08:00:03,false,"Yoga","0.00","76","00:32:37","93","124","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","1","32:37","0:00","0.0","0:00","No","00:00.00","1","0.0","17","12","24","38","28","66","--"
Breathwork,2020-04-20 07:33:34,false,"Meditation ","0.00","--","00:05:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","5:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-04-16 17:19:56,false,"Hanover Walking","3.72","177","00:53:27","101","121","78","215","14:23","11:27","2","--","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","53:27","0:00","0.0","0:00","No","10:09.49","4","0.0","--","--","--","--","--","--","--"
Walking,2020-04-16 16:20:47,false,"Hanover Walking","1.12","54","00:15:53","103","113","67","135","14:11","10:57","2","4","1.05","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","15:53","0:00","0.0","0:00","No","02:07.51","2","0.0","--","--","--","--","--","--","--"
Walking,2020-04-14 17:39:31,false,"Hanover Walking","3.34","162","00:41:09","113","125","98","158","12:20","7:54","2","2","0.83","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","41:09","0:00","0.0","0:00","No","03:41.73","4","0.0","--","--","--","--","--","--","--"
Running,2020-04-14 17:15:43,false,"Hanover Running","2.87","162","00:21:15","153","174","172","190","7:25","5:16","2","2","0.78","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","21:15","0:00","0.0","0:00","No","06:50.14","3","0.0","--","--","--","--","--","--","--"
Running,2020-04-06 18:27:51,false,"Running","0.16","16","00:02:29.5","130","141","92","199","15:48","6:03","--","--","0.69","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","2:29.5","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Running,2020-04-06 18:11:06,false,"Running","0.46","58","00:08:00.5","137","154","80","155","17:32","8:12","--","--","0.71","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","8:00.5","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Breathwork,2020-04-06 08:18:32,false,"Meditation","0.00","--","00:07:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","7:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-04-05 16:02:01,false,"Hanover Walking","2.17","106","00:31:33","105","115","66","146","14:32","10:16","5","--","1.04","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","31:33","0:00","0.0","0:00","No","03:56.97","3","0.0","--","--","--","--","--","--","--"
Walking,2020-04-05 14:17:12,false,"Hanover Walking","2.12","119","00:34:22","114","126","73","168","16:15","9:49","4","--","0.85","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","34:22","0:00","0.0","0:00","No","05:58.35","3","0.0","--","--","--","--","--","--","--"
Breathwork,2020-04-05 08:07:39,false,"Meditation ","0.00","--","00:07:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","7:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Breathwork,2020-04-03 07:52:38,false,"Meditation","0.00","--","00:07:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","7:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-04-01 12:33:41,false,"Hanover Walking","4.89","230","01:07:12","111","147","103","158","13:45","10:34","16","7","0.71","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:07:12","0:00","0.0","0:00","No","11:47.53","5","0.0","--","--","--","--","--","--","--"
Walking,2020-04-01 11:06:57,false,"Hanover Walking","2.23","107","00:37:07","100","120","72","118","16:37","11:14","6","--","0.85","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","37:07","0:00","0.0","0:00","No","05:51.10","3","0.0","--","--","--","--","--","--","--"
Walking,2020-04-01 10:22:50,false,"Hanover Walking","2.16","100","00:32:51","101","112","87","128","15:12","11:18","5","4","0.76","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","32:51","0:00","0.0","0:00","No","02:15.06","3","0.0","--","--","--","--","--","--","--"
Walking,2020-04-01 10:04:55,false,"Hanover Walking","1.00","48","00:12:46","103","128","103","129","12:43","10:09","2","--","0.76","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","12:46","0:00","0.0","0:00","No","00:05.11","2","0.0","--","--","--","--","--","--","--"
Strength Training,2020-03-30 22:36:46,false,"Strength","0.00","116","00:22:09","122","161","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","33","1","22:09","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-03-29 17:39:00,false,"Hanover Walking","4.79","221","01:02:48","109","122","97","135","13:07","10:12","13","15","0.79","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:02:48","0:00","0.0","0:00","No","09:08.76","5","0.0","--","--","--","--","--","--","--"
Walking,2020-03-29 17:10:29,false,"Hanover Walking","1.59","77","00:19:04","122","133","82","145","11:58","8:51","2","7","1.06","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","19:04","0:00","0.0","0:00","No","07:38.78","2","0.0","--","--","--","--","--","--","--"
Walking,2020-03-27 18:39:52,false,"Hanover Walking","0.57","34","00:10:11","107","116","86","127","18:01","10:49","--","2","0.64","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:11","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Gym & Fitness Equipment,2020-03-26 18:10:11,false,"Self Defense ","0.00","482","01:30:00","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","1:30:00","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Breathwork,2020-03-26 11:38:39,false,"Relax and Focus","0.00","--","00:15:38","74","95","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","15:38","0:00","0.0","0:00","No","00:03.00","253","0.0","4","4","10","-18","45","27","--"
Walking,2020-03-26 10:43:09,false,"Hanover Walking","0.67","33","00:10:08","112","117","81","129","15:02","9:30","2","--","0.82","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:08","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-03-21 10:35:43,false,"Hanover Walking","0.98","61","00:16:47","110","122","76","239","17:09","3:50","7","2","0.77","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","16:47","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-03-13 14:35:07,false,"Vienna Walking","0.97","57","00:14:09","103","114","89","158","14:37","7:52","25","36","0.77","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","14:09","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
Walking,2020-03-13 10:32:58,false,"Vienna Walking","0.81","36","00:10:21","101","110","108","130","12:51","9:45","--","11","0.72","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","--","--","10:21","0:00","0.0","0:00","No","00:00.00","1","0.0","--","--","--","--","--","--","--"
